Gene,p_val_high_vs_low,avg_logFC_high_vs_low,pct_1_high_vs_low,pct_2_high_vs_low,p_val_adj_high_vs_low
EIF3M,9.374493956937612E-7,0.013772016704306389,0.442,0.464,0.022602842379572278
PCLO,9.377883222391612E-7,-0.02536830719352294,0.031,0.058,0.022611014237508414
ZMYND8,9.424528026453088E-7,-0.03995950286557015,0.14,0.188,0.022723479524581043
MVD,9.574854111449268E-7,0.04307307346879298,0.132,0.093,0.023085930748115328
MFAP1,9.574953503976506E-7,-0.03250672265479271,0.137,0.181,0.023086170393437754
PSMA3-AS1,9.606708677664698E-7,-0.05747902185573561,0.21,0.268,0.023162735292717354
AC007336.1,1.0013384130464584E-6,-0.014792158677159816,0.005,0.02,0.024143270476963158
PRRC2A,1.0032060396954913E-6,-0.03680504321790917,0.116,0.16,0.024188300823097992
ASPM,1.0047624968761173E-6,0.05864281540754568,0.096,0.061,0.024225828562180064
SETBP1,1.0060099169889018E-6,-0.022003937828679154,0.017,0.039,0.02425590510851941
PDS5B,1.0094808813691065E-6,-0.039506010640894554,0.079,0.12,0.024339593530690526
CYP4F12,1.0098474742709077E-6,0.020565731289208987,0.035,0.015,0.024348432452145855
SAMD4B,1.0231849509866412E-6,-0.04725635070452211,0.172,0.226,0.024670012353238905
SF3B5,1.0235332069167529E-6,0.011118910985414454,0.391,0.411,0.024678409151969827
UGT2A3,1.0240248325028874E-6,-0.024100038054607264,0.021,0.045,0.02469026273647712
EIF2A,1.0260598575880774E-6,-0.03509550058660188,0.272,0.326,0.024739329226306134
TFF3,1.0312124575497978E-6,0.09556340619648745,0.07,0.04,0.024863563563983174
IMMT,1.0319668502527267E-6,-0.03195301368108436,0.136,0.179,0.024881752726443496
SLC23A3,1.0365199061984161E-6,-0.011890813743661367,0.003,0.015,0.02499153145835001
FIBIN,1.039588030855132E-6,-0.012542706994753933,0.002,0.014,0.02506550701194809
AL033397.1,1.0408815058947605E-6,0.03911273131815597,0.111,0.072,0.02509669398862857
TOPORS,1.0488329277703438E-6,-0.03938041656493858,0.083,0.124,0.02528841072147076
ZNF791,1.053295643293256E-6,-0.028258481500520544,0.076,0.11,0.025396011255443697
DTL,1.0573324876213252E-6,-0.02140103258394146,0.015,0.035,0.02549334360903777
GLRX3,1.0652685633885145E-6,0.062285167737190616,0.479,0.443,0.025684690331860473
ABCB6,1.0653645086025932E-6,0.03740597481200206,0.109,0.072,0.025687003666917126
SOX6,1.067066742449447E-6,-0.03546179532374273,0.065,0.102,0.02572804622719862
RAB27B,1.0763688597149242E-6,0.040421393821422805,0.105,0.068,0.025952329576586535
SCARA3,1.0844625863804522E-6,-0.026586264646192313,0.023,0.048,0.026147477420219084
NPDC1,1.0897033681699024E-6,-0.05294228865879902,0.126,0.17,0.026273837909944517
CAPN13,1.094154729027313E-6,0.04143408109128015,0.055,0.028,0.026381164671577546
SCARB2,1.095454573988292E-6,0.045205333372563855,0.262,0.234,0.026412505233431707
RNF145,1.0984851002901347E-6,0.03313974398223685,0.432,0.436,0.02648557425309544
DNAJC4,1.1057121040887004E-6,-0.051658882591862715,0.194,0.25,0.026659824541682656
FUNDC2,1.1127519264039272E-6,-0.02317750036511021,0.24,0.283,0.026829561697525088
YBX1,1.11608107427361E-6,-0.09751843482025468,0.915,0.94,0.02690983078181101
CDKN2D,1.1162590496218291E-6,0.03863713272052005,0.105,0.068,0.026914121945431923
ASB13,1.1225242794927963E-6,-0.0204588053955641,0.014,0.035,0.02706518290285081
APCDD1L,1.1248970396412111E-6,-0.03504554952449531,0.028,0.055,0.02712239252278924
ADORA2B,1.1341489817337524E-6,0.03648797136688216,0.098,0.063,0.027345466098582506
PNOC,1.140869452364937E-6,-0.020857990269088703,0.035,0.06,0.027507503365970996
RTCB,1.1419659170980821E-6,0.007309819705648479,0.189,0.197,0.02753394022715186
SURF2,1.1421409649962803E-6,0.0012767376645884954,0.229,0.246,0.027538160807025317
COX20,1.1456766560612266E-6,0.03587929183270022,0.348,0.348,0.027623409854292236
PPCDC,1.1517754390961373E-6,0.03764100461230066,0.113,0.075,0.027770457612046967
RRP15,1.1543482295430771E-6,-0.04366195342428075,0.151,0.201,0.027832490162513133
FRMD4B,1.1621314920512933E-6,-0.059300309617979274,0.247,0.307,0.028020152404848734
DHRS7B,1.1714089308856472E-6,-0.05612966274512528,0.095,0.13,0.02824384073258384
HOXB2,1.1720249356233903E-6,-0.033496896484636246,0.061,0.097,0.028258693222815563
FAM107B,1.1744857045915845E-6,0.05704138765327166,0.229,0.182,0.028318024823407693
COPRS,1.1757391572832343E-6,-0.036610450012651785,0.267,0.321,0.028348246821256064
CNTRL,1.1814663153427338E-6,-0.00797814321921636,0.054,0.071,0.028486334329228653
TMEM141,1.1861023965389365E-6,0.042697000545643904,0.465,0.454,0.0285981148829503
HTATSF1,1.189939777897363E-6,-0.03744643358960251,0.195,0.246,0.02869063798488332
PACS1,1.1926760219469026E-6,-0.041853751232822894,0.102,0.147,0.028756611565161766
C11orf96,1.2089863802701422E-6,-0.060979799983480326,0.106,0.148,0.029149870614693398
MACC1,1.2139364656640992E-6,-0.0570873606732529,0.119,0.165,0.029269222123627096
IP6K2,1.2144276697008351E-6,-0.025967716365303845,0.162,0.203,0.029281065544156836
FOS,1.2236298077842727E-6,-0.035224751085813466,0.76,0.814,0.0295029382954866
DCLRE1C,1.2419222412268547E-6,0.051028952433417374,0.16,0.128,0.029943987158220695
ANAPC5,1.2514564874242994E-6,-0.03326250708209602,0.199,0.247,0.030173867368287283
MAD2L1,1.2613891902998798E-6,0.05764577449749733,0.153,0.115,0.030413354767320402
PADI1,1.2724270347197602E-6,0.02155176259342069,0.033,0.013,0.03067948823412814
FSTL3,1.2770635233728535E-6,-0.007625932931199841,0.085,0.114,0.03079127861204287
IRF3,1.3025948546993218E-6,-0.046901684502087204,0.289,0.351,0.03140686454165535
MAP3K1,1.3034261137331492E-6,-0.034607455394136476,0.054,0.087,0.03142690702821996
SULF2,1.3083861397217295E-6,-0.04153420880201497,0.167,0.217,0.03154649821483062
KIF4A,1.308399698539336E-6,0.03517765987480242,0.061,0.033,0.03154682513148193
REXO2,1.3176205835159173E-6,-0.020101409724246455,0.476,0.53,0.03176914988915228
TACC3,1.3313295225714887E-6,0.04578858836457882,0.113,0.078,0.03209968611872117
RFLNA,1.3320412701926222E-6,-0.009938103253923143,0.001,0.01,0.032116847065614317
MAP1LC3B,1.3435327474901066E-6,0.05901186478259879,0.32,0.259,0.03239391807473396
ETFRF1,1.3436349816641002E-6,-0.044858599194877585,0.133,0.181,0.03239638304290312
WDR82,1.3448774256993703E-6,-0.027757726598297887,0.056,0.088,0.03242633961103752
NELFE,1.3560540969424772E-6,-0.0058965568054190065,0.251,0.279,0.03269582033138007
NAXE,1.3596919265033375E-6,-0.013848697607738547,0.296,0.334,0.03278353203992197
CSNK1A1,1.3808246300073736E-6,0.056244108763468526,0.624,0.62,0.03329306265410779
PPP1R1B,1.393177610760637E-6,6.29625369320784E-5,0.024,0.014,0.03359090537304972
ARHGAP35,1.3973396490605335E-6,-0.040096358905028315,0.092,0.133,0.033691256278498526
EPB41L4A-AS1,1.4027268437494827E-6,-0.0208692573034365,0.217,0.258,0.033821146929643775
MSLN,1.40781050423749E-6,-0.03659101071671267,0.218,0.21,0.03394371906767012
GPS1,1.4106157241950155E-6,-0.017460885696591516,0.14,0.169,0.03401135572606602
TOM1L1,1.4199101311241604E-6,-0.034042519489813544,0.084,0.123,0.03423545317153463
ARF4,1.431007686357707E-6,0.05958838105826397,0.352,0.313,0.03450302632577067
SPRY2,1.437932017167791E-6,-0.026005273499098244,0.033,0.061,0.03466997886593261
LINC02562,1.4452634279073906E-6,-0.03510063982407778,0.058,0.092,0.03484674651027509
EIF4G1,1.4567201222586187E-6,-0.03143825732105626,0.375,0.432,0.03512297886777756
TMEM184B,1.4572480237751584E-6,-0.02852888680247931,0.163,0.206,0.03513570710124284
LINC00205,1.4629702462648304E-6,-0.020122166439781496,0.014,0.035,0.035273675607691325
ANKRD12,1.4675289973205083E-6,0.007318369828679699,0.203,0.223,0.03538359165439477
HCST,1.4736371832163155E-6,0.03281155379458153,0.036,0.015,0.03553086612452858
FAM245A,1.4831893416399576E-6,-0.010238559896486534,0.003,0.014,0.03576117821628102
SREK1,1.4975439994730079E-6,-0.03760934074361316,0.257,0.311,0.036107283371293694
AURKB,1.5007494674135705E-6,0.03904313576286314,0.076,0.046,0.0361845704088086
ECHS1,1.50674099617007E-6,0.04601482810849489,0.456,0.437,0.03632903215865656
MEA1,1.5088354626953789E-6,-0.015804478776244246,0.31,0.35,0.03637953184104828
PCGF2,1.5144190009957793E-6,-0.04067813452149202,0.097,0.14,0.03651415653300923
SUPT4H1,1.5260255218561617E-6,-0.021583655678475533,0.238,0.281,0.03679400135747391
FAM20C,1.5394573560398535E-6,-0.03331127893268984,0.071,0.108,0.037117856311476904
HOXC9,1.5419037649522407E-6,-0.01849802710529417,0.015,0.035,0.037176841676763474
PLA2G12A,1.5445738881898033E-6,-0.04440271086475758,0.166,0.218,0.037241221018144345
DBNL,1.5559877105998206E-6,0.031463035352865654,0.23,0.215,0.03751641969027227
KIF20A,1.5560345906793102E-6,0.02620046223004376,0.041,0.02,0.037517550015868845
TRIP12,1.5600668931172082E-6,-0.04887062575873474,0.145,0.192,0.037614772859949006
C1QBP,1.5609639397777994E-6,-0.06564906454862957,0.329,0.377,0.03763640155198252
FOPNL,1.5647916511740584E-6,0.04005448509402955,0.16,0.124,0.037728691501457724
JRKL,1.5708025415811716E-6,-0.03537011109684611,0.08,0.119,0.037873620080063626
RAD23B,1.5829006972610433E-6,0.023137872052353514,0.414,0.419,0.03816531871166101
SNRNP200,1.584004566814598E-6,-0.029412638517032436,0.133,0.173,0.03819193411046677
ABCB9,1.6013057762581966E-6,0.022317388445951037,0.046,0.023,0.03860908357136138
DUSP16,1.602034145713461E-6,-0.026678321151889575,0.058,0.09,0.038626645287297263
VSIR,1.6027539514626662E-6,0.0543245425169078,0.198,0.151,0.038644000523716346
AC022613.3,1.6049010774961435E-6,0.04149814083800418,0.128,0.088,0.03869576987950952
OIP5,1.61444588436479E-6,0.02525137588073869,0.042,0.02,0.03892590471791945
UBE2D2,1.6189444718321895E-6,0.03245688863332319,0.438,0.439,0.03903437016034592
CCDC59,1.6205927376445148E-6,0.02925771736381222,0.241,0.229,0.039074111497346894
LSM14A,1.6237222138276662E-6,-0.0026928670694769674,0.272,0.297,0.03914956629759886
CEP164,1.6277218376710697E-6,-0.033766753863304744,0.077,0.115,0.03924600122808716
UBE2J2,1.638349182245365E-6,0.013043094136926614,0.2,0.201,0.039502237133118
TNFAIP1,1.648222924740941E-6,-0.03358148748511949,0.082,0.12,0.039740302938428826
FGD5-AS1,1.656558911645815E-6,-0.024079487027888424,0.129,0.165,0.039941291918692244
SEMA4A,1.6669878648558149E-6,-0.03935594404507442,0.05,0.083,0.04019274440953855
NT5C,1.6691331290866312E-6,0.013738161220354206,0.355,0.37,0.040244468875407766
RTF2,1.671655710997937E-6,-0.01296015560552044,0.323,0.365,0.04030529084787126
MSANTD2,1.6722532196546575E-6,-0.021270533584923198,0.021,0.043,0.040319697379093446
TSPAN10,1.6863709366161467E-6,-0.018223610740325157,0.028,0.048,0.04066008965275191
KIAA1109,1.7043552247875521E-6,-0.027983212523558065,0.069,0.103,0.04109370882485267
FIBP,1.7109663645722156E-6,-0.023104131833863006,0.255,0.298,0.04125311001620069
PEAK1,1.7143528106704448E-6,-0.02943281261953786,0.033,0.061,0.041334760618075096
PHYHIPL,1.717724176779456E-6,-0.016325473740301428,0.01,0.027,0.041416047626329465
FAM222B,1.726791964149201E-6,-0.03564706661177078,0.069,0.106,0.04163468104760139
EIF4E2,1.727157892660738E-6,0.01839966975882279,0.3,0.305,0.04164350394994305
TM9SF3,1.730027754373914E-6,-0.0329842239529024,0.366,0.423,0.04171269918570944
FAAP20,1.7304714114284932E-6,-0.011650182177192103,0.405,0.447,0.041723396200952396
HLA-DRA,1.7306847013025389E-6,-0.1101339338879701,0.173,0.184,0.04172853883310552
CCNO,1.738240616094284E-6,-0.03369305478970688,0.079,0.062,0.04191071949464928
GTF3A,1.741818067038196E-6,-0.018398918951534338,0.281,0.325,0.04199697541435794
FLNB,1.749557858175327E-6,-0.06698380874073873,0.238,0.286,0.04218358951846531
UBE2E1,1.7522235414610871E-6,-3.6445494112785637E-4,0.201,0.221,0.04224786180816827
CITED1,1.7549160548455084E-6,-0.012870844815581746,0.003,0.014,0.04231278099838005
MPP6,1.7563138056370774E-6,-0.03692074423256525,0.064,0.101,0.042346482167715575
SLC38A1,1.763916327992311E-6,-0.03492548428723097,0.204,0.254,0.04252978658422261
ZNF385D,1.7725721888962442E-6,-0.024435414867115195,0.016,0.037,0.04273848804647734
HLA-DPA1,1.774896118838256E-6,-0.0584031573746264,0.07,0.107,0.04279452032130919
MOGS,1.7771321909698182E-6,-0.03407647875929162,0.062,0.098,0.042848434256473285
POM121,1.7875413961272132E-6,-0.0308607220299405,0.056,0.09,0.043099410602023235
MPZL2,1.794004330340687E-6,0.06512648681625294,0.36,0.317,0.0432552384088443
EFNA1,1.8048729392721325E-6,0.0815048437552654,0.374,0.318,0.043517291438790386
CCDC152,1.8065098939636164E-6,-0.017416095586240347,0.032,0.054,0.043556760053356756
TSPAN6,1.8149578165497232E-6,-0.047140681810457885,0.269,0.328,0.04376044791483037
XRRA1,1.8185110667870225E-6,-0.027698049646375483,0.077,0.11,0.0438461203313019
ENC1,1.8509377919483414E-6,-0.05136214297750512,0.08,0.111,0.04462796110166646
EGLN1,1.8517029328702807E-6,-0.04123991816030992,0.089,0.13,0.04464640941443534
RHOG,1.8707886011899965E-6,0.04460391637328209,0.166,0.134,0.04510658396329201
HBP1,1.8882166791276007E-6,0.045042076383357166,0.175,0.132,0.04552679235044558
REV1,1.8926216266455922E-6,-0.03727021520349538,0.123,0.168,0.04563300004005187
CDV3,1.8951173969730967E-6,-0.01926927432824635,0.129,0.161,0.045693175558418335
UBXN10,1.9002915004084998E-6,0.01832616703883346,0.052,0.03,0.04581792836634934
MCRIP1,1.9109928074551187E-6,-0.0292944840890578,0.173,0.218,0.046075947580550364
OAZ2,1.92339317300957E-6,-0.003971379185643525,0.181,0.204,0.04637493279443374
DACT2,1.928971709494311E-6,-0.01382257702355616,0.005,0.019,0.04650943688761733
ASPHD1,1.9336782796769478E-6,-0.018269738772732778,0.011,0.029,0.04662291700129089
PRMT1,1.94474012599577E-6,-0.03495505205987082,0.466,0.527,0.046889629177884015
AGPAT4,1.946720447479913E-6,-0.0326784580475542,0.048,0.08,0.046937376709188176
BIRC6,1.9499327076222388E-6,-0.03825088947541522,0.126,0.171,0.0470148275134798
COL3A1,1.9515257670225313E-6,-0.08614530520688793,0.021,0.037,0.047053237768680256
FBLN1,1.9515375696459834E-6,-0.07358552176391808,0.282,0.324,0.04705352234173431
OIP5-AS1,1.963982250646643E-6,-0.04037689021840718,0.232,0.286,0.04735357604534121
ELOC,1.9721014013735877E-6,0.0690027794030853,0.69,0.672,0.047549336888518576
GOT2,1.9769578851029017E-6,-0.033878423906807204,0.15,0.195,0.047666431567716064
GPRC5D-AS1,1.9917431956150806E-6,-0.03355888287551542,0.059,0.092,0.04802292018947521
EPHA4,1.9927958950899437E-6,-0.02363942660571272,0.026,0.051,0.04804830182651363
DDX3Y,1.993275810601699E-6,-0.016655997623660802,0.009,0.025,0.048059873069417565
COPS9,1.999305384694643E-6,0.03440477207910486,0.704,0.721,0.048205252130372536
SLC5A1,1.9995206513158863E-6,-0.017024676196699798,0.008,0.024,0.048210442423877335
NAB1,2.0079036851441167E-6,-0.03588140713610159,0.103,0.145,0.048412565752509795
R3HDM2,2.046912696607174E-6,-0.028685415968701056,0.119,0.158,0.04935311202789557
MRPS21,2.0501394326363788E-6,0.016158202066736904,0.638,0.668,0.04943091186029573
ZSCAN29,2.062979756438878E-6,-0.021699707131889213,0.029,0.052,0.04974050490749779
POLR2L,2.066732373834207E-6,0.07305721720877356,0.884,0.898,0.04983098426551656
CUBN,2.0674472355502875E-6,-0.012503454065226486,0.005,0.018,0.04984822029635298
ADAMTS9,2.0758606667150963E-6,-0.02189564317550731,0.008,0.023,0.05005107653516769
DNTTIP2,2.08797007998814E-6,0.05161511492100365,0.228,0.18,0.05034304659859404
CMC2,2.0882781423096914E-6,0.0458834731515487,0.172,0.13,0.05035047428922897
RSRC1,2.0884587492637218E-6,-0.026953698404756532,0.262,0.31,0.050354828903497593
IGSF10,2.0973902115135863E-6,-0.01410627050636485,0.007,0.022,0.05057017538980408
FKBP3,2.1087714999753657E-6,0.02291021514756808,0.409,0.419,0.050844589635906046
MRPL22,2.123177865714302E-6,0.05969691508200031,0.363,0.313,0.05119194152023753
CSTF3,2.1257620210916365E-6,-0.046645327242722134,0.149,0.199,0.051254248090540445
CYP2J2,2.131410179831739E-6,-0.011534704202177868,0.004,0.016,0.05139043084592306
SNRPB,2.1323675184007726E-6,0.06127906003739825,0.746,0.697,0.05141351323616103
POLG2,2.1433597637068286E-6,-0.02960153254307487,0.047,0.079,0.051678547262735346
ELK4,2.147749397362986E-6,-0.03287582183194068,0.129,0.171,0.05178438571981896
DPM2,2.1578333526583112E-6,-0.00951885799820118,0.295,0.327,0.05202751996594454
TMPRSS3,2.1691722157506283E-6,-0.032545716982191275,0.039,0.068,0.0523009112939634
PSMD11,2.1696290260140425E-6,0.03209407615127291,0.382,0.378,0.05231192544622458
SLC25A33,2.1736257289646634E-6,0.03403589825684129,0.099,0.063,0.052408289951067
ATAD2,2.1769728031581938E-6,-0.05758579118751864,0.117,0.157,0.05248899125694721
PARL,2.211366645033003E-6,0.050418575750332234,0.297,0.255,0.05331826117839074
VAPB,2.223236900092008E-6,-0.03652856762433199,0.14,0.185,0.053604464898118404
MFSD6L,2.232072673892623E-6,-0.010584444609161294,0.002,0.013,0.05381750424022503
APOBEC3G,2.232196979094702E-6,-0.05247217669744714,0.106,0.149,0.053820501362952355
PIGT,2.237124866026699E-6,-0.020641848003312202,0.247,0.292,0.05393931764476974
PTDSS1,2.24693158648896E-6,-0.04303374495132904,0.111,0.156,0.054175767481835314
TTC14,2.2481833361848383E-6,-0.05074439305895195,0.152,0.202,0.054205948418752634
PSME4,2.2517236754599257E-6,0.03860871465464899,0.152,0.124,0.05429130953901427
SPRR1B,2.2685588907140623E-6,0.03390433773215438,0.034,0.015,0.054697223414006756
CSKMT,2.2764900215689053E-6,-0.03203555475769776,0.101,0.14,0.054888450910047876
BTF3,2.2771047564262847E-6,0.05397527710264649,0.954,0.965,0.05490327278219415
EWSR1,2.2811191347163635E-6,-0.020912771883003334,0.343,0.39,0.05500006345714624
MLH3,2.285261263249187E-6,-0.028601983606563228,0.084,0.119,0.05509993431820115
FBN1,2.3137101399571807E-6,-0.01798584571359798,0.009,0.025,0.05578586518450759
TOPBP1,2.322777932491141E-6,-0.03629276224641437,0.082,0.121,0.0560044987302939
FAM133B,2.3367205346777997E-6,-0.05831098781752686,0.451,0.517,0.05634066881161643
TNFAIP2,2.338636536251437E-6,0.11628960372369068,0.373,0.336,0.0563868655255584
TJP3,2.3467823168693903E-6,0.039656069354604015,0.12,0.082,0.05658326844203787
UBE2L6,2.359292636393005E-6,0.05936576522622411,0.301,0.244,0.05688490475607175
NECTIN1,2.3688451567376132E-6,-0.033492009606225975,0.143,0.187,0.05711522557410059
TMEM223,2.3840783714025094E-6,-0.028981450411143472,0.172,0.213,0.0574825136128859
CPPED1,2.39372327612908E-6,0.03829702788031754,0.116,0.08,0.057715061910748246
SF3B4,2.394960862482061E-6,-0.028622742127916156,0.174,0.215,0.05774490135530497
HAGLROS,2.4187951672187344E-6,0.02022562454832278,0.036,0.016,0.0583195702768109
MFF,2.4206882311944556E-6,-0.0034552191355700645,0.28,0.305,0.05836521394232952
SMS,2.424207469748518E-6,0.05851581582610743,0.407,0.379,0.058450066303106514
SHMT2,2.42550704788405E-6,-0.042423829621275486,0.119,0.165,0.058481400431532334
TRMT13,2.428295856016997E-6,-0.02081669534460684,0.064,0.09,0.05854864138442581
SPARC,2.4358420223987346E-6,-0.12747274213982587,0.025,0.036,0.05873058700205589
DCTN3,2.4457890553848534E-6,0.01880056343349179,0.237,0.24,0.0589704199143842
TMA16,2.44686170896845E-6,-0.0447806687453465,0.155,0.205,0.058996282664938296
TMEM178A,2.451998917414461E-6,-0.022212976629410765,0.02,0.042,0.05912014589778007
